variable,mean,median,share_zero,share_positive,n_positive,n_nonmissing
bert_adoption_dummy,0.09694000805261038,0.0,0.9030599919473896,0.09694000805261038,7223,74510
bert_adoption_log_count,0.10156338417976475,0.0,0.9030599919473896,0.09694000805261038,7223,74510
bert_adoption_per_1k_words,0.02753276771985175,0.0,0.9030599919473896,0.09694000805261038,7223,74510
